estacion,magnitud,mes,dia,medicion,lluvia_mm
4,1,01,01,18,0
4,1,01,02,20,0
4,1,01,03,18,0
4,1,01,04,19,0
4,1,01,05,18,0
4,1,01,06,18,0
4,1,01,07,21,0
4,1,01,08,20,0
4,1,01,09,18,0
4,1,01,10,13,0
4,1,01,11,16,0
4,1,01,12,16,0
4,1,01,13,16,0
4,1,01,14,22,0
4,1,01,15,21,0
4,1,01,16,16,0
4,1,01,17,15,0
4,1,01,18,14,0
4,1,01,19,12,5.9
4,1,01,20,14,0
4,1,01,21,15,0
4,1,01,22,14,0.4
4,1,01,23,16,0
4,1,01,24,17,0
4,1,01,25,18,0
4,1,01,26,16,0
4,1,01,27,15,0
4,1,01,28,15,0
4,1,01,29,15,0
4,1,01,30,14,4.1
4,1,01,31,14,8.2
4,1,03,01,18,0
4,1,03,02,18,0
4,1,03,03,17,0
4,1,03,04,17,0
4,1,03,05,16,0
4,1,03,06,16,8.2
4,1,03,07,14,0
4,1,03,08,16,0
4,1,03,09,16,0
4,1,03,10,17,0
4,1,03,11,17,0
4,1,03,12,16,0
4,1,03,13,17,0
4,1,03,14,16,0
4,1,03,15,19,0
4,1,03,16,17,0
4,1,03,17,17,0
4,1,03,18,15,0
4,1,03,19,16,0
4,1,03,20,15,0
4,1,03,21,17,0
4,1,03,22,17,0
4,1,03,23,17,0
4,1,03,24,17,0
4,1,03,25,17,0
4,1,03,26,9,0
4,1,03,27,6,0
4,1,03,28,7,0
4,1,03,29,6,0
4,1,03,30,4,0
4,1,03,31,4,1.6
4,1,05,01,1,0
4,1,05,02,1,0
4,1,05,03,1,0
4,1,05,04,2,0
4,1,05,05,2,0
4,1,05,06,3,0
4,1,05,07,3,0
4,1,05,08,3,0
4,1,05,09,2,0
4,1,05,10,2,0
4,1,05,11,2,0
4,1,05,12,1,0
4,1,05,13,2,0
4,1,05,14,1,0
4,1,05,15,2,0
4,1,05,16,2,0.1
4,1,05,17,3,0
4,1,05,18,2,0
4,1,05,19,2,0
4,1,05,20,2,0
4,1,05,21,3,0
4,1,05,22,3,0
4,1,05,23,3,0
4,1,05,24,3,0
4,1,05,25,2,0
4,1,05,26,1,0
4,1,05,27,2,0
4,1,05,28,1,0
4,1,05,29,1,0
4,1,05,30,1,0
4,1,05,31,2,0
4,1,07,01,1,0
4,1,07,02,1,1.6
4,1,07,03,2,0
4,1,07,04,2,0
4,1,07,05,2,0
4,1,07,06,2,0
4,1,07,07,2,0
4,1,07,08,2,0
4,1,07,09,2,0
4,1,07,10,2,0
4,1,07,11,2,0
4,1,07,12,3,0
4,1,07,13,2,0
4,1,07,14,2,0
4,1,07,15,3,0
4,1,07,16,5,0
4,1,07,17,7,0
4,1,07,18,7,0
4,1,07,19,7,0
4,1,07,20,7,0
4,1,07,21,7,6.2
4,1,07,22,8,0
4,1,07,23,8,0.8
4,1,07,24,8,0
4,1,07,25,8,0
4,1,07,26,7,0
4,1,07,27,7,0
4,1,07,28,7,0
4,1,07,29,8,0
4,1,07,30,7,0
4,1,07,31,7,0
4,1,08,01,8,0
4,1,08,02,8,0
4,1,08,03,7,0
4,1,08,04,7,0
4,1,08,05,8,0
4,1,08,06,8,0
4,1,08,07,7,0
4,1,08,08,8,0
4,1,08,09,7,0
4,1,08,10,7,0
4,1,08,11,7,0
4,1,08,12,7,0
4,1,08,13,7,0
4,1,08,14,8,0
4,1,08,15,8,0
4,1,08,16,8,0
4,1,08,17,8,0
4,1,08,18,8,0
4,1,08,19,8,0.4
4,1,08,20,7,0.1
4,1,08,21,7,16.2
4,1,08,22,7,0
4,1,08,23,8,0
4,1,08,24,8,0
4,1,08,25,8,4.2
4,1,08,26,8,26.9
4,1,08,27,7,0
4,1,08,28,8,0
4,1,08,29,8,0
4,1,08,30,8,10.6
4,1,08,31,8,0
4,1,10,01,10,0
4,1,10,02,8,0
4,1,10,03,9,0
4,1,10,04,9,0
4,1,10,05,9,0
4,1,10,06,8,0
4,1,10,07,10,0
4,1,10,08,11,0
4,1,10,09,10,0
4,1,10,10,9,0
4,1,10,11,9,0
4,1,10,12,8,5.4
4,1,10,13,9,0
4,1,10,14,8,3.2
4,1,10,15,9,0
4,1,10,16,9,0.6
4,1,10,17,9,2.3
4,1,10,18,9,0.1
4,1,10,19,9,18.4
4,1,10,20,9,0.5
4,1,10,21,10,0
4,1,10,22,10,10.1
4,1,10,23,10,1.5
4,1,10,24,10,0
4,1,10,25,11,0
4,1,10,26,11,0
4,1,10,27,11,0
4,1,10,28,11,0
4,1,10,29,12,0
4,1,10,30,11,0
4,1,10,31,9,0.5
4,1,12,01,6,26.8
4,1,12,02,5,0
4,1,12,03,6,2
4,1,12,04,6,2
4,1,12,05,7,0
4,1,12,06,7,0
4,1,12,07,7,0
4,1,12,08,6,2.7
4,1,12,09,7,0
4,1,12,10,8,0
4,1,12,11,6,0.3
4,1,12,12,5,1.7
4,1,12,13,7,0
4,1,12,14,7,0
4,1,12,15,7,0
4,1,12,16,7,0.3
4,1,12,17,7,0.9
4,1,12,18,7,1.2
4,1,12,19,7,38.4
4,1,12,20,6,12.8
4,1,12,21,6,1
4,1,12,22,6,0
4,1,12,23,6,0
4,1,12,24,7,0
4,1,12,25,7,0
4,1,12,26,9,0
4,1,12,27,9,0
4,1,12,28,10,0
4,1,12,29,9,0
4,1,12,30,9,0
4,1,12,31,9,0
4,6,01,01,0.8,0
4,6,01,02,1,0
4,6,01,03,0.9,0
4,6,01,04,1,0
4,6,01,05,0.9,0
4,6,01,06,1,0
4,6,01,07,1,0
4,6,01,08,1,0
4,6,01,09,0.8,0
4,6,01,10,0.5,0
4,6,01,11,0.8,0
4,6,01,12,0.7,0
4,6,01,13,0.7,0
4,6,01,14,1.2,0
4,6,01,15,1,0
4,6,01,16,0.7,0
4,6,01,17,0.7,0
4,6,01,18,0.7,0
4,6,01,19,0.6,5.9
4,6,01,20,0.5,0
4,6,01,21,0.6,0
4,6,01,22,0.5,0.4
4,6,01,23,0.3,0
4,6,01,24,0.5,0
4,6,01,25,0.6,0
4,6,01,26,0.5,0
4,6,01,27,0.4,0
4,6,01,28,0.3,0
4,6,01,29,0.4,0
4,6,01,30,0.4,4.1
4,6,01,31,0.3,8.2
4,6,03,01,0.6,0
4,6,03,02,0.6,0
4,6,03,03,0.5,0
4,6,03,04,0.3,0
4,6,03,05,0.4,0
4,6,03,06,0.3,8.2
4,6,03,07,0.4,0
4,6,03,08,0.5,0
4,6,03,09,0.6,0
4,6,03,10,0.6,0
4,6,03,11,0.5,0
4,6,03,12,0.5,0
4,6,03,13,0.4,0
4,6,03,14,0.5,0
4,6,03,15,0.7,0
4,6,03,16,0.5,0
4,6,03,17,0.4,0
4,6,03,18,0.3,0
4,6,03,19,0.3,0
4,6,03,20,0.4,0
4,6,03,21,0.5,0
4,6,03,22,0.6,0
4,6,03,23,0.5,0
4,6,03,24,0.5,0
4,6,03,25,0.4,0
4,6,03,26,0.3,0
4,6,03,27,0.5,0
4,6,03,28,0.6,0
4,6,03,29,0.5,0
4,6,03,30,0.5,0
4,6,03,31,0.4,1.6
4,6,05,01,0.3,0
4,6,05,02,0.3,0
4,6,05,03,0.4,0
4,6,05,04,0.3,0
4,6,05,05,0.3,0
4,6,05,06,0.4,0
4,6,05,07,0.3,0
4,6,05,08,0.3,0
4,6,05,09,0.3,0
4,6,05,10,0.3,0
4,6,05,11,0.3,0
4,6,05,12,0.3,0
4,6,05,13,0.4,0
4,6,05,14,0.3,0
4,6,05,15,0.4,0
4,6,05,16,0.3,0.1
4,6,05,17,0.3,0
4,6,05,18,0.3,0
4,6,05,19,0.3,0
4,6,05,20,0.3,0
4,6,05,21,0.3,0
4,6,05,22,0.3,0
4,6,05,23,0.4,0
4,6,05,24,0.3,0
4,6,05,25,0.3,0
4,6,05,26,0.3,0
4,6,05,27,0.3,0
4,6,05,28,0.3,0
4,6,05,29,0.3,0
4,6,05,30,0.3,0
4,6,05,31,0.4,0
4,6,07,01,0.3,0
4,6,07,02,0.3,1.6
4,6,07,03,0.3,0
4,6,07,04,0.3,0
4,6,07,05,0.3,0
4,6,07,06,0.3,0
4,6,07,07,0.3,0
4,6,07,08,0.3,0
4,6,07,09,0.3,0
4,6,07,10,0.3,0
4,6,07,11,0.5,0
4,6,07,12,0.6,0
4,6,07,13,0.4,0
4,6,07,14,0.3,0
4,6,07,15,0.3,0
4,6,07,16,0.3,0
4,6,07,17,0.3,0
4,6,07,18,0.3,0
4,6,07,19,0.3,0
4,6,07,20,0.3,0
4,6,07,21,0.3,6.2
4,6,07,22,0.3,0
4,6,07,23,0.3,0.8
4,6,07,24,0.3,0
4,6,07,25,0.3,0
4,6,07,26,0.3,0
4,6,07,27,0.2,0
4,6,07,28,0.3,0
4,6,07,29,0.3,0
4,6,07,30,0.3,0
4,6,07,31,0.3,0
4,6,08,01,0.3,0
4,6,08,02,0.4,0
4,6,08,03,0.3,0
4,6,08,04,0.3,0
4,6,08,05,0.4,0
4,6,08,06,0.3,0
4,6,08,07,0.2,0
4,6,08,08,0.2,0
4,6,08,09,0.2,0
4,6,08,10,0.3,0
4,6,08,11,0.3,0
4,6,08,12,0.3,0
4,6,08,13,0.3,0
4,6,08,14,0.4,0
4,6,08,15,0.3,0
4,6,08,16,0.3,0
4,6,08,17,0.3,0
4,6,08,18,0.3,0
4,6,08,19,0.3,0.4
4,6,08,20,0.3,0.1
4,6,08,21,0.3,16.2
4,6,08,22,0.4,0
4,6,08,23,0.4,0
4,6,08,24,0.4,0
4,6,08,25,0.3,4.2
4,6,08,26,0.3,26.9
4,6,08,27,0.3,0
4,6,08,28,0.4,0
4,6,08,29,0.4,0
4,6,08,30,0.4,10.6
4,6,08,31,0.4,0
4,6,10,01,0.4,0
4,6,10,02,0.3,0
4,6,10,03,0.5,0
4,6,10,04,0.5,0
4,6,10,05,0.4,0
4,6,10,06,0.4,0
4,6,10,07,0.6,0
4,6,10,08,0.6,0
4,6,10,09,0.5,0
4,6,10,10,0.4,0
4,6,10,11,0.5,0
4,6,10,12,0.3,5.4
4,6,10,13,0.3,0
4,6,10,14,0.3,3.2
4,6,10,15,0.3,0
4,6,10,16,0.4,0.6
4,6,10,17,0.4,2.3
4,6,10,18,0.3,0.1
4,6,10,19,0.3,18.4
4,6,10,20,0.3,0.5
4,6,10,21,0.5,0
4,6,10,22,0.4,10.1
4,6,10,23,0.3,1.5
4,6,10,24,0.4,0
4,6,10,25,0.7,0
4,6,10,26,0.6,0
4,6,10,27,0.6,0
4,6,10,28,0.5,0
4,6,10,29,0.7,0
4,6,10,30,0.5,0
4,6,10,31,0.3,0.5
4,6,12,01,0.4,26.8
4,6,12,02,0.3,0
4,6,12,03,0.4,2
4,6,12,04,0.4,2
4,6,12,05,0.4,0
4,6,12,06,0.4,0
4,6,12,07,0.6,0
4,6,12,08,0.5,2.7
4,6,12,09,0.5,0
4,6,12,10,0.6,0
4,6,12,11,0.4,0.3
4,6,12,12,0.3,1.7
4,6,12,13,0.3,0
4,6,12,14,0.3,0
4,6,12,15,0.4,0
4,6,12,16,0.3,0.3
4,6,12,17,0.2,0.9
4,6,12,18,0.2,1.2
4,6,12,19,0.1,38.4
4,6,12,20,0.1,12.8
4,6,12,21,0.1,1
4,6,12,22,0.1,0
4,6,12,23,0.2,0
4,6,12,24,0.5,0
4,6,12,25,0.4,0
4,6,12,26,0.6,0
4,6,12,27,0.5,0
4,6,12,28,0.8,0
4,6,12,29,0.6,0
4,6,12,30,0.6,0
4,6,12,31,0.7,0
4,7,01,01,105,0
4,7,01,02,163,0
4,7,01,03,125,0
4,7,01,04,142,0
4,7,01,05,108,0
4,7,01,06,129,0
4,7,01,07,128,0
4,7,01,08,157,0
4,7,01,09,105,0
4,7,01,10,39,0
4,7,01,11,104,0
4,7,01,12,72,0
4,7,01,13,70,0
4,7,01,14,210,0
4,7,01,15,147,0
4,7,01,16,77,0
4,7,01,17,68,0
4,7,01,18,73,0
4,7,01,19,44,5.9
4,7,01,20,25,0
4,7,01,21,70,0
4,7,01,22,42,0.4
4,7,01,23,9,0
4,7,01,24,30,0
4,7,01,25,64,0
4,7,01,26,38,0
4,7,01,27,16,0
4,7,01,28,7,0
4,7,01,29,8,0
4,7,01,30,9,4.1
4,7,01,31,6,8.2
4,7,03,01,46,0
4,7,03,02,43,0
4,7,03,03,23,0
4,7,03,04,5,0
4,7,03,05,7,0
4,7,03,06,6,8.2
4,7,03,07,8,0
4,7,03,08,36,0
4,7,03,09,43,0
4,7,03,10,34,0
4,7,03,11,42,0
4,7,03,12,31,0
4,7,03,13,9,0
4,7,03,14,26,0
4,7,03,15,68,0
4,7,03,16,31,0
4,7,03,17,18,0
4,7,03,18,8,0
4,7,03,19,7,0
4,7,03,20,8,0
4,7,03,21,26,0
4,7,03,22,33,0
4,7,03,23,21,0
4,7,03,24,22,0
4,7,03,25,21,0
4,7,03,26,6,0
4,7,03,27,23,0
4,7,03,28,34,0
4,7,03,29,25,0
4,7,03,30,15,0
4,7,03,31,11,1.6
4,7,05,01,7,0
4,7,05,02,5,0
4,7,05,03,10,0
4,7,05,04,8,0
4,7,05,05,7,0
4,7,05,06,18,0
4,7,05,07,7,0
4,7,05,08,5,0
4,7,05,09,10,0
4,7,05,10,8,0
4,7,05,11,8,0
4,7,05,12,4,0
4,7,05,13,16,0
4,7,05,14,8,0
4,7,05,15,19,0
4,7,05,16,11,0.1
4,7,05,17,13,0
4,7,05,18,4,0
4,7,05,19,3,0
4,7,05,20,6,0
4,7,05,21,8,0
4,7,05,22,14,0
4,7,05,23,35,0
4,7,05,24,7,0
4,7,05,25,8,0
4,7,05,26,4,0
4,7,05,27,21,0
4,7,05,28,10,0
4,7,05,29,9,0
4,7,05,30,12,0
4,7,05,31,21,0
4,7,07,01,14,0
4,7,07,02,7,1.6
4,7,07,03,7,0
4,7,07,04,6,0
4,7,07,05,7,0
4,7,07,06,9,0
4,7,07,07,3,0
4,7,07,08,6,0
4,7,07,09,8,0
4,7,07,10,6,0
4,7,07,11,32,0
4,7,07,12,53,0
4,7,07,13,12,0
4,7,07,14,2,0
4,7,07,15,6,0
4,7,07,16,9,0
4,7,07,17,5,0
4,7,07,18,5,0
4,7,07,19,4,0
4,7,07,20,3,0
4,7,07,21,3,6.2
4,7,07,22,6,0
4,7,07,23,5,0.8
4,7,07,24,12,0
4,7,07,25,13,0
4,7,07,26,4,0
4,7,07,27,3,0
4,7,07,28,3,0
4,7,07,29,14,0
4,7,07,30,4,0
4,7,07,31,5,0
4,7,08,01,4,0
4,7,08,02,11,0
4,7,08,03,7,0
4,7,08,04,3,0
4,7,08,05,12,0
4,7,08,06,16,0
4,7,08,07,4,0
4,7,08,08,4,0
4,7,08,09,5,0
4,7,08,10,2,0
4,7,08,11,2,0
4,7,08,12,5,0
4,7,08,13,4,0
4,7,08,14,11,0
4,7,08,15,9,0
4,7,08,16,3,0
4,7,08,17,8,0
4,7,08,18,7,0
4,7,08,19,9,0.4
4,7,08,20,4,0.1
4,7,08,21,4,16.2
4,7,08,22,10,0
4,7,08,23,14,0
4,7,08,24,10,0
4,7,08,25,4,4.2
4,7,08,26,4,26.9
4,7,08,27,8,0
4,7,08,28,29,0
4,7,08,29,20,0
4,7,08,30,13,10.6
4,7,08,31,11,0
4,7,10,01,54,0
4,7,10,02,7,0
4,7,10,03,38,0
4,7,10,04,42,0
4,7,10,05,25,0
4,7,10,06,15,0
4,7,10,07,54,0
4,7,10,08,62,0
4,7,10,09,42,0
4,7,10,10,16,0
4,7,10,11,40,0
4,7,10,12,11,5.4
4,7,10,13,12,0
4,7,10,14,9,3.2
4,7,10,15,6,0
4,7,10,16,28,0.6
4,7,10,17,30,2.3
4,7,10,18,8,0.1
4,7,10,19,4,18.4
4,7,10,20,3,0.5
4,7,10,21,38,0
4,7,10,22,11,10.1
4,7,10,23,7,1.5
4,7,10,24,12,0
4,7,10,25,64,0
4,7,10,26,53,0
4,7,10,27,47,0
4,7,10,28,43,0
4,7,10,29,69,0
4,7,10,30,44,0
4,7,10,31,8,0.5
4,7,12,01,8,26.8
4,7,12,02,6,0
4,7,12,03,10,2
4,7,12,04,11,2
4,7,12,05,9,0
4,7,12,06,17,0
4,7,12,07,36,0
4,7,12,08,36,2.7
4,7,12,09,22,0
4,7,12,10,66,0
4,7,12,11,29,0.3
4,7,12,12,9,1.7
4,7,12,13,7,0
4,7,12,14,7,0
4,7,12,15,7,0
4,7,12,16,18,0.3
4,7,12,17,15,0.9
4,7,12,18,21,1.2
4,7,12,19,9,38.4
4,7,12,20,6,12.8
4,7,12,21,5,1
4,7,12,22,4,0
4,7,12,23,21,0
4,7,12,24,62,0
4,7,12,25,49,0
4,7,12,26,94,0
4,7,12,27,74,0
4,7,12,28,101,0
4,7,12,29,79,0
4,7,12,30,88,0
4,7,12,31,94,0
4,8,01,01,71,0
4,8,01,02,84,0
4,8,01,03,77,0
4,8,01,04,86,0
4,8,01,05,75,0
4,8,01,06,82,0
4,8,01,07,87,0
4,8,01,08,90,0
4,8,01,09,74,0
4,8,01,10,51,0
4,8,01,11,82,0
4,8,01,12,64,0
4,8,01,13,62,0
4,8,01,14,105,0
4,8,01,15,91,0
4,8,01,16,61,0
4,8,01,17,63,0
4,8,01,18,57,0
4,8,01,19,52,5.9
4,8,01,20,43,0
4,8,01,21,61,0
4,8,01,22,54,0.4
4,8,01,23,26,0
4,8,01,24,51,0
4,8,01,25,60,0
4,8,01,26,52,0
4,8,01,27,32,0
4,8,01,28,25,0
4,8,01,29,30,0
4,8,01,30,29,4.1
4,8,01,31,18,8.2
4,8,03,01,64,0
4,8,03,02,58,0
4,8,03,03,40,0
4,8,03,04,18,0
4,8,03,05,33,0
4,8,03,06,23,8.2
4,8,03,07,29,0
4,8,03,08,52,0
4,8,03,09,56,0
4,8,03,10,46,0
4,8,03,11,50,0
4,8,03,12,46,0
4,8,03,13,33,0
4,8,03,14,52,0
4,8,03,15,74,0
4,8,03,16,55,0
4,8,03,17,39,0
4,8,03,18,26,0
4,8,03,19,26,0
4,8,03,20,29,0
4,8,03,21,55,0
4,8,03,22,61,0
4,8,03,23,47,0
4,8,03,24,45,0
4,8,03,25,44,0
4,8,03,26,24,0
4,8,03,27,57,0
4,8,03,28,62,0
4,8,03,29,55,0
4,8,03,30,44,0
4,8,03,31,42,1.6
4,8,05,01,31,0
4,8,05,02,26,0
4,8,05,03,31,0
4,8,05,04,27,0
4,8,05,05,29,0
4,8,05,06,43,0
4,8,05,07,25,0
4,8,05,08,15,0
4,8,05,09,24,0
4,8,05,10,17,0
4,8,05,11,30,0
4,8,05,12,22,0
4,8,05,13,50,0
4,8,05,14,44,0
4,8,05,15,63,0
4,8,05,16,42,0.1
4,8,05,17,36,0
4,8,05,18,22,0
4,8,05,19,22,0
4,8,05,20,33,0
4,8,05,21,40,0
4,8,05,22,46,0
4,8,05,23,68,0
4,8,05,24,26,0
4,8,05,25,21,0
4,8,05,26,17,0
4,8,05,27,43,0
4,8,05,28,27,0
4,8,05,29,25,0
4,8,05,30,35,0
4,8,05,31,57,0
4,8,07,01,44,0
4,8,07,02,41,1.6
4,8,07,03,40,0
4,8,07,04,36,0
4,8,07,05,36,0
4,8,07,06,40,0
4,8,07,07,28,0
4,8,07,08,27,0
4,8,07,09,32,0
4,8,07,10,40,0
4,8,07,11,76,0
4,8,07,12,98,0
4,8,07,13,48,0
4,8,07,14,17,0
4,8,07,15,33,0
4,8,07,16,37,0
4,8,07,17,34,0
4,8,07,18,40,0
4,8,07,19,36,0
4,8,07,20,29,0
4,8,07,21,23,6.2
4,8,07,22,38,0
4,8,07,23,36,0.8
4,8,07,24,49,0
4,8,07,25,42,0
4,8,07,26,24,0
4,8,07,27,16,0
4,8,07,28,14,0
4,8,07,29,38,0
4,8,07,30,28,0
4,8,07,31,22,0
4,8,08,01,26,0
4,8,08,02,47,0
4,8,08,03,39,0
4,8,08,04,26,0
4,8,08,05,40,0
4,8,08,06,36,0
4,8,08,07,23,0
4,8,08,08,20,0
4,8,08,09,13,0
4,8,08,10,15,0
4,8,08,11,18,0
4,8,08,12,20,0
4,8,08,13,19,0
4,8,08,14,41,0
4,8,08,15,44,0
4,8,08,16,24,0
4,8,08,17,39,0
4,8,08,18,34,0
4,8,08,19,28,0.4
4,8,08,20,15,0.1
4,8,08,21,19,16.2
4,8,08,22,43,0
4,8,08,23,53,0
4,8,08,24,55,0
4,8,08,25,27,4.2
4,8,08,26,26,26.9
4,8,08,27,35,0
4,8,08,28,65,0
4,8,08,29,67,0
4,8,08,30,48,10.6
4,8,08,31,51,0
4,8,10,01,43,0
4,8,10,02,24,0
4,8,10,03,49,0
4,8,10,04,50,0
4,8,10,05,40,0
4,8,10,06,37,0
4,8,10,07,50,0
4,8,10,08,45,0
4,8,10,09,40,0
4,8,10,10,33,0
4,8,10,11,45,0
4,8,10,12,27,5.4
4,8,10,13,28,0
4,8,10,14,23,3.2
4,8,10,15,23,0
4,8,10,16,33,0.6
4,8,10,17,33,2.3
4,8,10,18,25,0.1
4,8,10,19,18,18.4
4,8,10,20,15,0.5
4,8,10,21,32,0
4,8,10,22,31,10.1
4,8,10,23,23,1.5
4,8,10,24,33,0
4,8,10,25,38,0
4,8,10,26,32,0
4,8,10,27,31,0
4,8,10,28,39,0
4,8,10,29,43,0
4,8,10,30,31,0
4,8,10,31,23,0.5
4,8,12,01,33,26.8
4,8,12,02,23,0
4,8,12,03,29,2
4,8,12,04,38,2
4,8,12,05,29,0
4,8,12,06,37,0
4,8,12,07,47,0
4,8,12,08,42,2.7
4,8,12,09,42,0
4,8,12,10,60,0
4,8,12,11,38,0.3
4,8,12,12,26,1.7
4,8,12,13,22,0
4,8,12,14,27,0
4,8,12,15,35,0
4,8,12,16,44,0.3
4,8,12,17,43,0.9
4,8,12,18,48,1.2
4,8,12,19,36,38.4
4,8,12,20,22,12.8
4,8,12,21,10,1
4,8,12,22,10,0
4,8,12,23,46,0
4,8,12,24,53,0
4,8,12,25,43,0
4,8,12,26,56,0
4,8,12,27,60,0
4,8,12,28,74,0
4,8,12,29,64,0
4,8,12,30,63,0
4,8,12,31,65,0
4,12,01,01,232,0
4,12,01,02,334,0
4,12,01,03,269,0
4,12,01,04,304,0
4,12,01,05,241,0
4,12,01,06,279,0
4,12,01,07,284,0
4,12,01,08,331,0
4,12,01,09,236,0
4,12,01,10,111,0
4,12,01,11,241,0
4,12,01,12,174,0
4,12,01,13,170,0
4,12,01,14,427,0
4,12,01,15,316,0
4,12,01,16,179,0
4,12,01,17,167,0
4,12,01,18,169,0
4,12,01,19,119,5.9
4,12,01,20,81,0
4,12,01,21,168,0
4,12,01,22,119,0.4
4,12,01,23,40,0
4,12,01,24,97,0
4,12,01,25,158,0
4,12,01,26,110,0
4,12,01,27,56,0
4,12,01,28,36,0
4,12,01,29,42,0
4,12,01,30,43,4.1
4,12,01,31,28,8.2
4,12,03,01,134,0
4,12,03,02,125,0
4,12,03,03,75,0
4,12,03,04,25,0
4,12,03,05,45,0
4,12,03,06,32,8.2
4,12,03,07,41,0
4,12,03,08,108,0
4,12,03,09,123,0
4,12,03,10,97,0
4,12,03,11,114,0
4,12,03,12,93,0
4,12,03,13,47,0
4,12,03,14,92,0
4,12,03,15,178,0
4,12,03,16,103,0
4,12,03,17,66,0
4,12,03,18,37,0
4,12,03,19,37,0
4,12,03,20,40,0
4,12,03,21,94,0
4,12,03,22,111,0
4,12,03,23,79,0
4,12,03,24,78,0
4,12,03,25,76,0
4,12,03,26,33,0
4,12,03,27,92,0
4,12,03,28,115,0
4,12,03,29,93,0
4,12,03,30,67,0
4,12,03,31,58,1.6
4,12,05,01,42,0
4,12,05,02,33,0
4,12,05,03,47,0
4,12,05,04,39,0
4,12,05,05,39,0
4,12,05,06,70,0
4,12,05,07,35,0
4,12,05,08,23,0
4,12,05,09,39,0
4,12,05,10,29,0
4,12,05,11,43,0
4,12,05,12,28,0
4,12,05,13,74,0
4,12,05,14,56,0
4,12,05,15,92,0
4,12,05,16,58,0.1
4,12,05,17,55,0
4,12,05,18,28,0
4,12,05,19,26,0
4,12,05,20,42,0
4,12,05,21,53,0
4,12,05,22,67,0
4,12,05,23,121,0
4,12,05,24,37,0
4,12,05,25,33,0
4,12,05,26,24,0
4,12,05,27,75,0
4,12,05,28,42,0
4,12,05,29,40,0
4,12,05,30,53,0
4,12,05,31,89,0
4,12,07,01,66,0
4,12,07,02,52,1.6
4,12,07,03,50,0
4,12,07,04,45,0
4,12,07,05,46,0
4,12,07,06,54,0
4,12,07,07,33,0
4,12,07,08,37,0
4,12,07,09,44,0
4,12,07,10,49,0
4,12,07,11,125,0
4,12,07,12,178,0
4,12,07,13,66,0
4,12,07,14,20,0
4,12,07,15,42,0
4,12,07,16,51,0
4,12,07,17,41,0
4,12,07,18,48,0
4,12,07,19,43,0
4,12,07,20,34,0
4,12,07,21,27,6.2
4,12,07,22,47,0
4,12,07,23,44,0.8
4,12,07,24,68,0
4,12,07,25,62,0
4,12,07,26,30,0
4,12,07,27,21,0
4,12,07,28,18,0
4,12,07,29,60,0
4,12,07,30,34,0
4,12,07,31,29,0
4,12,08,01,32,0
4,12,08,02,63,0
4,12,08,03,50,0
4,12,08,04,30,0
4,12,08,05,59,0
4,12,08,06,61,0
4,12,08,07,28,0
4,12,08,08,26,0
4,12,08,09,21,0
4,12,08,10,18,0
4,12,08,11,20,0
4,12,08,12,28,0
4,12,08,13,26,0
4,12,08,14,59,0
4,12,08,15,57,0
4,12,08,16,30,0
4,12,08,17,51,0
4,12,08,18,45,0
4,12,08,19,41,0.4
4,12,08,20,21,0.1
4,12,08,21,25,16.2
4,12,08,22,59,0
4,12,08,23,75,0
4,12,08,24,71,0
4,12,08,25,34,4.2
4,12,08,26,32,26.9
4,12,08,27,48,0
4,12,08,28,110,0
4,12,08,29,97,0
4,12,08,30,68,10.6
4,12,08,31,67,0
4,12,10,01,126,0
4,12,10,02,35,0
4,12,10,03,107,0
4,12,10,04,114,0
4,12,10,05,78,0
4,12,10,06,61,0
4,12,10,07,133,0
4,12,10,08,141,0
4,12,10,09,104,0
4,12,10,10,58,0
4,12,10,11,107,0
4,12,10,12,43,5.4
4,12,10,13,46,0
4,12,10,14,36,3.2
4,12,10,15,33,0
4,12,10,16,76,0.6
4,12,10,17,78,2.3
4,12,10,18,37,0.1
4,12,10,19,25,18.4
4,12,10,20,20,0.5
4,12,10,21,91,0
4,12,10,22,48,10.1
4,12,10,23,33,1.5
4,12,10,24,52,0
4,12,10,25,136,0
4,12,10,26,113,0
4,12,10,27,102,0
4,12,10,28,105,0
4,12,10,29,150,0
4,12,10,30,99,0
4,12,10,31,36,0.5
4,12,12,01,44,26.8
4,12,12,02,33,0
4,12,12,03,45,2
4,12,12,04,55,2
4,12,12,05,42,0
4,12,12,06,63,0
4,12,12,07,102,0
4,12,12,08,98,2.7
4,12,12,09,77,0
4,12,12,10,161,0
4,12,12,11,82,0.3
4,12,12,12,40,1.7
4,12,12,13,32,0
4,12,12,14,37,0
4,12,12,15,46,0
4,12,12,16,72,0.3
4,12,12,17,66,0.9
4,12,12,18,81,1.2
4,12,12,19,50,38.4
4,12,12,20,31,12.8
4,12,12,21,18,1
4,12,12,22,16,0
4,12,12,23,78,0
4,12,12,24,149,0
4,12,12,25,118,0
4,12,12,26,199,0
4,12,12,27,173,0
4,12,12,28,230,0
4,12,12,29,185,0
4,12,12,30,199,0
4,12,12,31,209,0
8,1,01,01,12,0
8,1,01,02,14,0
8,1,01,03,12,0
8,1,01,04,13,0
8,1,01,05,13,0
8,1,01,06,18,0
8,1,01,07,16,0
8,1,01,08,14,0
8,1,01,09,13,0
8,1,01,10,11,0
8,1,01,11,12,0
8,1,01,12,11,0
8,1,01,13,11,0
8,1,01,14,16,0
8,1,01,15,13,0
