estacion,magnitud,mes,dia,medicion,lluvia_mm
38,35,10,08,5,0
38,35,10,09,4.5,0
38,35,10,10,3,0
38,35,10,11,3.3,0
38,35,10,12,2.4,5.4
38,35,10,13,2.5,0
38,35,10,14,1.7,3.2
38,35,10,15,2.1,0
38,35,10,16,2.3,0.6
38,35,10,17,2.3,2.3
38,35,10,18,1.8,0.1
38,35,10,19,1.6,18.4
38,35,10,20,1.4,0.5
38,35,10,21,1.8,0
38,35,10,22,1.7,10.1
38,35,10,23,1.4,1.5
38,35,10,24,1.5,0
38,35,10,25,1.8,0
38,35,10,26,2,0
38,35,10,27,1.8,0
38,35,10,28,1.6,0
38,35,10,29,1.6,0
38,35,10,30,1.5,0
38,35,10,31,1.1,0.5
39,6,01,01,0.8,0
39,6,01,02,0.8,0
39,6,01,03,0.6,0
39,6,01,04,1,0
39,6,01,05,0.8,0
39,6,01,06,1,0
39,6,01,07,1,0
39,6,01,08,0.9,0
39,6,01,09,0.6,0
39,6,01,10,0.3,0
39,6,01,11,0.6,0
39,6,01,12,0.7,0
39,6,01,13,0.7,0
39,6,01,14,1.2,0
39,6,01,15,0.8,0
39,6,01,16,0.5,0
39,6,01,17,0.4,0
39,6,01,18,0.6,0
39,6,01,19,0.5,5.9
39,6,01,20,0.3,0
39,6,01,21,0.4,0
39,6,01,22,0.3,0.4
39,6,01,23,0.2,0
39,6,01,24,0.2,0
39,6,01,25,0.4,0
39,6,01,26,0.4,0
39,6,01,27,0.3,0
39,6,01,28,0.2,0
39,6,01,29,0.3,0
39,6,01,30,0.3,4.1
39,6,01,31,0.2,8.2
39,6,05,01,0.2,0
39,6,05,02,0.2,0
39,6,05,03,0.2,0
39,6,05,04,0.2,0
39,6,05,05,0.2,0
39,6,05,06,0.3,0
39,6,05,07,0.2,0
39,6,05,08,0.2,0
39,6,05,09,0.2,0
39,6,05,10,0.2,0
39,6,05,11,0.2,0
39,6,05,12,0.2,0
39,6,05,13,0.2,0
39,6,05,14,0.3,0
39,6,05,15,0.3,0
39,6,05,16,0.2,0.1
39,6,05,17,0.2,0
39,6,05,18,0.2,0
39,6,05,19,0.2,0
39,6,05,20,0.2,0
39,6,05,21,0.2,0
39,6,05,22,0.2,0
39,6,05,23,0.3,0
39,6,05,24,0.2,0
39,6,05,25,0.2,0
39,6,05,26,0.2,0
39,6,05,27,0.2,0
39,6,05,28,0.2,0
39,6,05,29,0.2,0
39,6,05,30,0.2,0
39,6,05,31,0.3,0
39,6,07,01,0.2,0
39,6,07,02,0.2,1.6
39,6,07,03,0.2,0
39,6,07,04,0.2,0
39,6,07,05,0.2,0
39,6,07,06,0.2,0
39,6,07,07,0.2,0
39,6,07,08,0.2,0
39,6,07,09,0.2,0
39,6,07,10,0.3,0
39,6,07,11,0.4,0
39,6,07,12,0.5,0
39,6,07,13,0.3,0
39,6,07,14,0.2,0
39,6,07,15,0.3,0
39,6,07,16,0.2,0
39,6,07,17,0.2,0
39,6,07,18,0.2,0
39,6,07,19,0.3,0
39,6,07,20,0.2,0
39,6,07,21,0.2,6.2
39,6,07,22,0.2,0
39,6,07,23,0.2,0.8
39,6,07,24,0.2,0
39,6,07,25,0.2,0
39,6,07,26,0.2,0
39,6,07,27,0.2,0
39,6,07,28,0.2,0
39,6,07,29,0.2,0
39,6,07,30,0.2,0
39,6,07,31,0.2,0
39,6,08,01,0.2,0
39,6,08,02,0.3,0
39,6,08,03,0.3,0
39,6,08,04,0.3,0
39,6,08,05,0.3,0
39,6,08,06,0.3,0
39,6,08,07,0.2,0
39,6,08,08,0.2,0
39,6,08,09,0.2,0
39,6,08,10,0.2,0
39,6,08,11,0.2,0
39,6,08,12,0.2,0
39,6,08,13,0.2,0
39,6,08,14,0.3,0
39,6,08,15,0.2,0
39,6,08,16,0.2,0
39,6,08,17,0.3,0
39,6,08,18,0.2,0
39,6,08,19,0.2,0.4
39,6,08,20,0.2,0.1
39,6,08,21,0.2,16.2
39,6,08,22,0.3,0
39,6,08,23,0.3,0
39,6,08,24,0.4,0
39,6,08,25,0.2,4.2
39,6,08,26,0.2,26.9
39,6,08,27,0.3,0
39,6,08,28,0.4,0
39,6,08,29,0.4,0
39,6,08,30,0.2,10.6
39,6,08,31,0.4,0
39,6,10,01,0.4,0
39,6,10,02,0.3,0
39,6,10,03,0.4,0
39,6,10,04,0.4,0
39,6,10,05,0.3,0
39,6,10,06,0.3,0
39,6,10,07,0.5,0
39,6,10,08,0.5,0
39,6,10,09,0.4,0
39,6,10,10,0.4,0
39,6,10,11,0.5,0
39,6,10,12,0.3,5.4
39,6,10,13,0.4,0
39,6,10,14,0.2,3.2
39,6,10,15,0.3,0
39,6,10,16,0.3,0.6
39,6,10,17,0.3,2.3
39,6,10,18,0.2,0.1
39,6,10,19,0.2,18.4
39,6,10,20,0.2,0.5
39,6,10,21,0.4,0
39,6,10,22,0.3,10.1
39,6,10,23,0.3,1.5
39,6,10,24,0.3,0
39,6,10,25,0.7,0
39,6,10,26,0.8,0
39,6,10,27,0.7,0
39,6,10,28,0.4,0
39,6,10,29,0.7,0
39,6,10,30,0.5,0
39,6,10,31,0.2,0.5
39,6,12,01,0.3,26.8
39,6,12,02,0.3,0
39,6,12,03,0.3,2
39,6,12,04,0.3,2
39,6,12,05,0.3,0
39,6,12,06,0.4,0
39,6,12,07,0.5,0
39,6,12,08,0.5,2.7
39,6,12,09,0.5,0
39,6,12,10,0.6,0
39,6,12,11,0.4,0.3
39,6,12,12,0.3,1.7
39,6,12,13,0.2,0
39,6,12,14,0.3,0
39,6,12,15,0.3,0
39,6,12,16,0.3,0.3
39,6,12,17,0.3,0.9
39,6,12,18,0.3,1.2
39,6,12,19,0.3,38.4
39,6,12,20,0.2,12.8
39,6,12,21,0.2,1
39,6,12,22,0.2,0
39,6,12,23,0.3,0
39,6,12,24,0.5,0
39,6,12,25,0.6,0
39,6,12,26,0.7,0
39,6,12,27,0.7,0
39,6,12,28,0.9,0
39,6,12,29,0.9,0
39,6,12,30,0.9,0
39,6,12,31,0.9,0
39,7,01,01,111,0
39,7,01,02,130,0
39,7,01,03,89,0
39,7,01,04,151,0
39,7,01,05,111,0
39,7,01,06,159,0
39,7,01,07,142,0
39,7,01,08,161,0
39,7,01,09,74,0
39,7,01,10,13,0
39,7,01,11,82,0
39,7,01,12,80,0
39,7,01,13,76,0
39,7,01,14,231,0
39,7,01,15,133,0
39,7,01,16,50,0
39,7,01,17,30,0
39,7,01,18,76,0
39,7,01,19,38,5.9
39,7,01,20,4,0
39,7,01,21,29,0
39,7,01,22,16,0.4
39,7,01,23,4,0
39,7,01,24,8,0
39,7,01,25,22,0
39,7,01,26,39,0
39,7,01,27,4,0
39,7,01,28,5,0
39,7,01,29,7,0
39,7,01,30,6,4.1
39,7,01,31,5,8.2
39,7,05,01,6,0
39,7,05,02,6,0
39,7,05,03,7,0
39,7,05,04,6,0
39,7,05,05,6,0
39,7,05,06,23,0
39,7,05,07,8,0
39,7,05,08,8,0
39,7,05,09,9,0
39,7,05,10,10,0
39,7,05,11,8,0
39,7,05,12,5,0
39,7,05,13,9,0
39,7,05,14,7,0
39,7,05,15,11,0
39,7,05,16,9,0.1
39,7,05,17,7,0
39,7,05,18,6,0
39,7,05,19,5,0
39,7,05,20,6,0
39,7,05,21,6,0
39,7,05,22,7,0
39,7,05,23,9,0
39,7,05,24,6,0
39,7,05,25,6,0
39,7,05,26,6,0
39,7,05,27,11,0
39,7,05,28,7,0
39,7,05,29,6,0
39,7,05,30,7,0
39,7,05,31,14,0
39,7,07,01,3,0
39,7,07,02,2,1.6
39,7,07,03,2,0
39,7,07,04,2,0
39,7,07,05,3,0
39,7,07,06,3,0
39,7,07,07,1,0
39,7,07,08,4,0
39,7,07,09,2,0
39,7,07,10,7,0
39,7,07,11,18,0
39,7,07,12,39,0
39,7,07,13,4,0
39,7,07,14,1,0
39,7,07,15,2,0
39,7,07,16,2,0
39,7,07,17,3,0
39,7,07,18,2,0
39,7,07,19,4,0
39,7,07,20,1,0
39,7,07,21,1,6.2
39,7,07,22,3,0
39,7,07,23,2,0.8
39,7,07,24,2,0
39,7,07,25,3,0
39,7,07,26,3,0
39,7,07,27,2,0
39,7,07,28,1,0
39,7,07,29,4,0
39,7,07,30,2,0
39,7,07,31,1,0
39,7,08,01,2,0
39,7,08,02,2,0
39,7,08,03,2,0
39,7,08,04,2,0
39,7,08,05,7,0
39,7,08,06,7,0
39,7,08,07,2,0
39,7,08,08,3,0
39,7,08,09,3,0
39,7,08,10,1,0
39,7,08,11,1,0
39,7,08,12,2,0
39,7,08,13,1,0
39,7,08,14,5,0
39,7,08,15,3,0
39,7,08,16,2,0
39,7,08,17,3,0
39,7,08,18,2,0
39,7,08,19,4,0.4
39,7,08,20,1,0.1
39,7,08,21,1,16.2
39,7,08,22,9,0
39,7,08,23,10,0
39,7,08,24,13,0
39,7,08,25,3,4.2
39,7,08,26,2,26.9
39,7,08,27,3,0
39,7,08,28,11,0
39,7,08,29,17,0
39,7,08,30,3,10.6
39,7,08,31,17,0
39,7,10,01,43,0
39,7,10,02,4,0
39,7,10,03,29,0
39,7,10,04,24,0
39,7,10,05,13,0
39,7,10,06,12,0
39,7,10,07,47,0
39,7,10,08,44,0
39,7,10,09,29,0
39,7,10,10,25,0
39,7,10,11,35,0
39,7,10,12,7,5.4
39,7,10,13,19,0
39,7,10,14,4,3.2
39,7,10,15,6,0
39,7,10,16,15,0.6
39,7,10,17,13,2.3
39,7,10,18,9,0.1
39,7,10,19,2,18.4
39,7,10,20,2,0.5
39,7,10,21,20,0
39,7,10,22,5,10.1
39,7,10,23,7,1.5
39,7,10,24,14,0
39,7,10,25,70,0
39,7,10,26,75,0
39,7,10,27,64,0
39,7,10,28,23,0
39,7,10,29,75,0
39,7,10,30,36,0
39,7,10,31,6,0.5
39,7,12,01,3,26.8
39,7,12,02,3,0
39,7,12,03,5,2
39,7,12,04,5,2
39,7,12,05,4,0
39,7,12,06,18,0
39,7,12,07,34,0
39,7,12,08,41,2.7
39,7,12,09,29,0
39,7,12,10,73,0
39,7,12,11,31,0.3
39,7,12,12,7,1.7
39,7,12,13,3,0
39,7,12,14,4,0
39,7,12,15,4,0
39,7,12,16,7,0.3
39,7,12,17,8,0.9
39,7,12,18,13,1.2
39,7,12,19,5,38.4
39,7,12,20,5,12.8
39,7,12,21,2,1
39,7,12,22,2,0
39,7,12,23,13,0
39,7,12,24,43,0
39,7,12,25,46,0
39,7,12,26,95,0
39,7,12,27,85,0
39,7,12,28,125,0
39,7,12,29,99,0
39,7,12,30,149,0
39,7,12,31,132,0
39,8,01,01,84,0
39,8,01,02,88,0
39,8,01,03,81,0
39,8,01,04,98,0
39,8,01,05,89,0
39,8,01,06,100,0
39,8,01,07,105,0
39,8,01,08,103,0
39,8,01,09,72,0
39,8,01,10,40,0
39,8,01,11,83,0
39,8,01,12,71,0
39,8,01,13,75,0
39,8,01,14,120,0
39,8,01,15,91,0
39,8,01,16,65,0
39,8,01,17,59,0
39,8,01,18,72,0
39,8,01,19,58,5.9
39,8,01,20,34,0
39,8,01,21,51,0
39,8,01,22,50,0.4
39,8,01,23,16,0
39,8,01,24,32,0
39,8,01,25,50,0
39,8,01,26,59,0
39,8,01,27,22,0
39,8,01,28,22,0
39,8,01,29,30,0
39,8,01,30,26,4.1
39,8,01,31,18,8.2
39,8,05,01,16,0
39,8,05,02,15,0
39,8,05,03,17,0
39,8,05,04,12,0
39,8,05,05,11,0
39,8,05,06,37,0
39,8,05,07,17,0
39,8,05,08,10,0
39,8,05,09,17,0
39,8,05,10,14,0
39,8,05,11,18,0
39,8,05,12,11,0
39,8,05,13,28,0
39,8,05,14,35,0
39,8,05,15,40,0
39,8,05,16,26,0.1
39,8,05,17,13,0
39,8,05,18,8,0
39,8,05,19,9,0
39,8,05,20,23,0
39,8,05,21,22,0
39,8,05,22,29,0
39,8,05,23,40,0
39,8,05,24,13,0
39,8,05,25,10,0
39,8,05,26,8,0
39,8,05,27,26,0
39,8,05,28,12,0
39,8,05,29,11,0
39,8,05,30,17,0
39,8,05,31,39,0
39,8,07,01,29,0
39,8,07,02,28,1.6
39,8,07,03,24,0
39,8,07,04,19,0
39,8,07,05,26,0
39,8,07,06,27,0
39,8,07,07,20,0
39,8,07,08,22,0
39,8,07,09,21,0
39,8,07,10,31,0
39,8,07,11,62,0
39,8,07,12,76,0
39,8,07,13,36,0
39,8,07,14,11,0
39,8,07,15,21,0
39,8,07,16,24,0
39,8,07,17,26,0
39,8,07,18,24,0
39,8,07,19,27,0
39,8,07,20,18,0
39,8,07,21,15,6.2
39,8,07,22,23,0
39,8,07,23,24,0.8
39,8,07,24,30,0
39,8,07,25,30,0
39,8,07,26,17,0
39,8,07,27,9,0
39,8,07,28,10,0
39,8,07,29,28,0
39,8,07,30,18,0
39,8,07,31,14,0
39,8,08,01,17,0
39,8,08,02,25,0
39,8,08,03,25,0
39,8,08,04,21,0
39,8,08,05,36,0
39,8,08,06,27,0
39,8,08,07,16,0
39,8,08,08,15,0
39,8,08,09,10,0
39,8,08,10,11,0
39,8,08,11,11,0
39,8,08,12,10,0
39,8,08,13,12,0
39,8,08,14,27,0
39,8,08,15,25,0
39,8,08,16,17,0
39,8,08,17,32,0
39,8,08,18,23,0
39,8,08,19,19,0.4
39,8,08,20,12,0.1
39,8,08,21,13,16.2
39,8,08,22,29,0
39,8,08,23,39,0
39,8,08,24,43,0
39,8,08,25,18,4.2
39,8,08,26,19,26.9
39,8,08,27,25,0
39,8,08,28,54,0
39,8,08,29,59,0
39,8,08,30,33,10.6
39,8,08,31,48,0
39,8,10,01,60,0
39,8,10,02,22,0
39,8,10,03,60,0
39,8,10,04,74,0
39,8,10,05,53,0
39,8,10,06,52,0
39,8,10,07,76,0
39,8,10,08,66,0
39,8,10,09,56,0
39,8,10,10,47,0
39,8,10,11,67,0
39,8,10,12,36,5.4
39,8,10,13,42,0
39,8,10,14,26,3.2
39,8,10,15,25,0
39,8,10,16,34,0.6
39,8,10,17,44,2.3
39,8,10,18,25,0.1
39,8,10,19,20,18.4
39,8,10,20,16,0.5
39,8,10,21,45,0
39,8,10,22,35,10.1
39,8,10,23,33,1.5
39,8,10,24,39,0
39,8,10,25,69,0
39,8,10,26,64,0
39,8,10,27,62,0
39,8,10,28,61,0
39,8,10,29,74,0
39,8,10,30,57,0
39,8,10,31,26,0.5
39,8,12,01,30,26.8
39,8,12,02,23,0
39,8,12,03,28,2
39,8,12,04,37,2
39,8,12,05,28,0
39,8,12,06,35,0
39,8,12,07,52,0
39,8,12,08,47,2.7
39,8,12,09,47,0
39,8,12,10,57,0
39,8,12,11,40,0.3
39,8,12,12,27,1.7
39,8,12,13,18,0
39,8,12,14,25,0
39,8,12,15,36,0
39,8,12,16,37,0.3
39,8,12,17,37,0.9
39,8,12,18,45,1.2
39,8,12,19,39,38.4
39,8,12,20,20,12.8
39,8,12,21,8,1
39,8,12,22,9,0
39,8,12,23,45,0
39,8,12,24,65,0
39,8,12,25,50,0
39,8,12,26,55,0
39,8,12,27,66,0
39,8,12,28,84,0
39,8,12,29,74,0
39,8,12,30,84,0
39,8,12,31,78,0
39,12,01,01,255,0
39,12,01,02,288,0
39,12,01,03,217,0
39,12,01,04,330,0
39,12,01,05,259,0
39,12,01,06,343,0
39,12,01,07,322,0
39,12,01,08,349,0
39,12,01,09,186,0
39,12,01,10,61,0
39,12,01,11,209,0
39,12,01,12,194,0
39,12,01,13,191,0
39,12,01,14,475,0
39,12,01,15,294,0
39,12,01,16,142,0
39,12,01,17,104,0
39,12,01,18,188,0
39,12,01,19,116,5.9
39,12,01,20,40,0
39,12,01,21,96,0
39,12,01,22,75,0.4
39,12,01,23,22,0
39,12,01,24,44,0
39,12,01,25,84,0
39,12,01,26,120,0
39,12,01,27,28,0
39,12,01,28,30,0
39,12,01,29,40,0
39,12,01,30,35,4.1
39,12,01,31,25,8.2
39,12,05,01,26,0
39,12,05,02,24,0
39,12,05,03,27,0
39,12,05,04,20,0
39,12,05,05,19,0
39,12,05,06,72,0
39,12,05,07,30,0
39,12,05,08,22,0
39,12,05,09,30,0
39,12,05,10,28,0
39,12,05,11,29,0
39,12,05,12,20,0
39,12,05,13,42,0
39,12,05,14,46,0
39,12,05,15,57,0
39,12,05,16,40,0.1
39,12,05,17,24,0
39,12,05,18,17,0
39,12,05,19,17,0
39,12,05,20,33,0
39,12,05,21,31,0
39,12,05,22,40,0
39,12,05,23,54,0
39,12,05,24,22,0
39,12,05,25,19,0
39,12,05,26,17,0
39,12,05,27,42,0
39,12,05,28,22,0
39,12,05,29,21,0
39,12,05,30,28,0
39,12,05,31,60,0
39,12,07,01,34,0
39,12,07,02,31,1.6
39,12,07,03,27,0
39,12,07,04,22,0
39,12,07,05,31,0
39,12,07,06,31,0
39,12,07,07,22,0
39,12,07,08,27,0
39,12,07,09,24,0
39,12,07,10,41,0
39,12,07,11,89,0
39,12,07,12,136,0
39,12,07,13,42,0
39,12,07,14,12,0
39,12,07,15,24,0
39,12,07,16,26,0
39,12,07,17,31,0
39,12,07,18,27,0
39,12,07,19,33,0
39,12,07,20,20,0
39,12,07,21,17,6.2
39,12,07,22,27,0
39,12,07,23,27,0.8
39,12,07,24,33,0
39,12,07,25,36,0
39,12,07,26,21,0
39,12,07,27,12,0
39,12,07,28,12,0
39,12,07,29,34,0
39,12,07,30,20,0
39,12,07,31,16,0
39,12,08,01,20,0
39,12,08,02,28,0
39,12,08,03,28,0
39,12,08,04,24,0
39,12,08,05,46,0
39,12,08,06,37,0
39,12,08,07,19,0
39,12,08,08,19,0
39,12,08,09,14,0
39,12,08,10,13,0
39,12,08,11,13,0
39,12,08,12,13,0
39,12,08,13,14,0
39,12,08,14,35,0
39,12,08,15,29,0
39,12,08,16,19,0
39,12,08,17,36,0
39,12,08,18,26,0
39,12,08,19,24,0.4
39,12,08,20,14,0.1
39,12,08,21,15,16.2
39,12,08,22,43,0
39,12,08,23,53,0
39,12,08,24,63,0
39,12,08,25,23,4.2
39,12,08,26,22,26.9
39,12,08,27,30,0
39,12,08,28,71,0
39,12,08,29,85,0
39,12,08,30,37,10.6
39,12,08,31,75,0
39,12,10,01,126,0
39,12,10,02,28,0
39,12,10,03,105,0
39,12,10,04,110,0
39,12,10,05,73,0
39,12,10,06,70,0
39,12,10,07,148,0
39,12,10,08,134,0
39,12,10,09,101,0
39,12,10,10,86,0
39,12,10,11,120,0
39,12,10,12,47,5.4
39,12,10,13,70,0
39,12,10,14,32,3.2
39,12,10,15,34,0
39,12,10,16,58,0.6
39,12,10,17,63,2.3
39,12,10,18,38,0.1
39,12,10,19,23,18.4
39,12,10,20,19,0.5
39,12,10,21,76,0
39,12,10,22,43,10.1
39,12,10,23,43,1.5
39,12,10,24,61,0
39,12,10,25,176,0
39,12,10,26,179,0
39,12,10,27,160,0
39,12,10,28,97,0
39,12,10,29,190,0
39,12,10,30,112,0
39,12,10,31,35,0.5
39,12,12,01,35,26.8
39,12,12,02,27,0
39,12,12,03,35,2
39,12,12,04,44,2
39,12,12,05,33,0
39,12,12,06,63,0
39,12,12,07,105,0
39,12,12,08,109,2.7
39,12,12,09,92,0
39,12,12,10,169,0
39,12,12,11,87,0.3
39,12,12,12,38,1.7
39,12,12,13,24,0
39,12,12,14,32,0
39,12,12,15,42,0
39,12,12,16,47,0.3
39,12,12,17,50,0.9
39,12,12,18,65,1.2
39,12,12,19,47,38.4
39,12,12,20,27,12.8
39,12,12,21,12,1
39,12,12,22,12,0
39,12,12,23,65,0
39,12,12,24,131,0
39,12,12,25,120,0
39,12,12,26,201,0
39,12,12,27,196,0
39,12,12,28,276,0
39,12,12,29,226,0
39,12,12,30,313,0
39,12,12,31,281,0
39,14,01,01,8,0
39,14,01,02,8,0
39,14,01,03,18,0
39,14,01,04,7,0
39,14,01,05,5,0
39,14,01,06,4,0
39,14,01,07,5,0
39,14,01,08,7,0
39,14,01,09,15,0
39,14,01,10,39,0
39,14,01,11,15,0
39,14,01,12,15,0
39,14,01,13,8,0
39,14,01,14,4,0
39,14,01,15,17,0
39,14,01,16,14,0
39,14,01,17,14,0
39,14,01,18,9,0
39,14,01,19,9,5.9
39,14,01,20,33,0
39,14,01,21,32,0
39,14,01,22,27,0.4
39,14,01,23,66,0
39,14,01,24,49,0
39,14,01,25,28,0
39,14,01,26,14,0
39,14,01,27,57,0
39,14,01,28,64,0
39,14,01,29,55,0
39,14,01,30,62,4.1
39,14,01,31,51,8.2
39,14,05,01,80,0
39,14,05,02,85,0
39,14,05,03,68,0
39,14,05,04,86,0
39,14,05,05,87,0
39,14,05,06,68,0
39,14,05,07,64,0
39,14,05,08,55,0
39,14,05,09,59,0
39,14,05,10,34,0
39,14,05,11,74,0
39,14,05,12,85,0
39,14,05,13,79,0
39,14,05,14,88,0
39,14,05,15,60,0
39,14,05,16,76,0.1
39,14,05,17,81,0
39,14,05,18,78,0
39,14,05,19,83,0
39,14,05,20,77,0
39,14,05,21,82,0
39,14,05,22,80,0
39,14,05,23,63,0
39,14,05,24,74,0
39,14,05,25,67,0
39,14,05,26,65,0
39,14,05,27,52,0
39,14,05,28,67,0
39,14,05,29,65,0
39,14,05,30,56,0
39,14,05,31,73,0
39,14,07,01,82,0
39,14,07,02,100,1.6
39,14,07,03,92,0
39,14,07,04,96,0
39,14,07,05,83,0
39,14,07,06,71,0
39,14,07,07,86,0
39,14,07,08,78,0
39,14,07,09,90,0
39,14,07,10,86,0
39,14,07,11,80,0
39,14,07,12,72,0
39,14,07,13,72,0
39,14,07,14,82,0
39,14,07,15,88,0
39,14,07,16,92,0
39,14,07,17,67,0
39,14,07,18,96,0
39,14,07,19,86,0
39,14,07,20,101,0
39,14,07,21,90,6.2
39,14,07,22,79,0
39,14,07,23,91,0.8
39,14,07,24,91,0
39,14,07,25,82,0
39,14,07,26,67,0
39,14,07,27,69,0
39,14,07,28,63,0
39,14,07,29,64,0
39,14,07,30,89,0
39,14,07,31,73,0
39,14,08,01,72,0
39,14,08,02,83,0
39,14,08,03,85,0
39,14,08,04,85,0
39,14,08,05,63,0
39,14,08,06,71,0
39,14,08,07,51,0
39,14,08,08,52,0
39,14,08,09,24,0
39,14,08,10,65,0
39,14,08,11,84,0
39,14,08,12,76,0
39,14,08,13,73,0
39,14,08,14,75,0
39,14,08,15,70,0
39,14,08,16,70,0
39,14,08,17,60,0
39,14,08,18,62,0
39,14,08,19,47,0.4
39,14,08,20,54,0.1
39,14,08,21,67,16.2
39,14,08,22,65,0
39,14,08,23,76,0
39,14,08,24,80,0
39,14,08,25,78,4.2
39,14,08,26,58,26.9
39,14,08,27,67,0
39,14,08,28,61,0
39,14,08,29,70,0
39,14,08,30,79,10.6
39,14,08,31,63,0
39,14,10,01,31,0
39,14,10,02,70,0
39,14,10,03,40,0
39,14,10,04,34,0
39,14,10,05,46,0
39,14,10,06,48,0
39,14,10,07,26,0
39,14,10,08,33,0
39,14,10,09,38,0
39,14,10,10,49,0
39,14,10,11,32,0
39,14,10,12,43,5.4
39,14,10,13,42,0
39,14,10,14,53,3.2
39,14,10,15,59,0
39,14,10,16,48,0.6
39,14,10,17,30,2.3
39,14,10,18,39,0.1
39,14,10,19,59,18.4
39,14,10,20,60,0.5
39,14,10,21,36,0
39,14,10,22,35,10.1
39,14,10,23,36,1.5
39,14,10,24,40,0
39,14,10,25,19,0
39,14,10,26,21,0
39,14,10,27,26,0
39,14,10,28,27,0
39,14,10,29,14,0
39,14,10,30,14,0
39,14,10,31,42,0.5
39,14,12,01,38,26.8
39,14,12,02,50,0
39,14,12,03,40,2
39,14,12,04,33,2
39,14,12,05,41,0
39,14,12,06,37,0
39,14,12,07,12,0
39,14,12,08,2,2.7
39,14,12,09,8,0
39,14,12,10,2,0
39,14,12,11,20,0.3
39,14,12,12,45,1.7
39,14,12,13,63,0
39,14,12,14,45,0
39,14,12,15,30,0
39,14,12,16,34,0.3
39,14,12,17,29,0.9
39,14,12,18,23,1.2
39,14,12,19,30,38.4
39,14,12,20,56,12.8
39,14,12,21,60,1
39,14,12,22,69,0
39,14,12,23,36,0
39,14,12,24,8,0
39,14,12,25,9,0
39,14,12,26,8,0
39,14,12,27,14,0
39,14,12,28,6,0
39,14,12,29,9,0
39,14,12,30,2,0
39,14,12,31,2,0
40,1,01,01,12,0
40,1,01,02,14,0
40,1,01,03,10,0
40,1,01,04,14,0
40,1,01,05,14,0
40,1,01,06,15,0
40,1,01,07,11,0
40,1,01,08,16,0
40,1,01,09,13,0
40,1,01,10,8,0
40,1,01,11,10,0
40,1,01,12,12,0
40,1,01,13,12,0
40,1,01,14,18,0
40,1,01,15,13,0
40,1,01,16,11,0
40,1,01,17,10,0
40,1,01,18,10,0
40,1,01,19,8,5.9
40,1,01,20,8,0
40,1,01,21,8,0
40,1,01,22,9,0.4
40,1,01,23,8,0
40,1,01,24,10,0
40,1,01,25,10,0
40,1,01,26,9,0
40,1,01,27,9,0
40,1,01,28,9,0
40,1,01,29,9,0
40,1,01,30,8,4.1
40,1,01,31,8,8.2
40,1,03,01,9,0
40,1,03,02,10,0
40,1,03,03,10,0
40,1,03,04,8,0
40,1,03,05,9,0
40,1,03,06,9,8.2
40,1,03,07,9,0
40,1,03,08,9,0
40,1,03,09,9,0
40,1,03,10,10,0
40,1,03,11,9,0
40,1,03,12,9,0
40,1,03,13,9,0
40,1,03,14,9,0
40,1,03,15,11,0
40,1,03,16,9,0
40,1,03,17,9,0
40,1,03,18,8,0
40,1,03,19,9,0
40,1,03,20,9,0
40,1,03,21,9,0
40,1,03,22,10,0
40,1,03,23,10,0
40,1,03,24,9,0
40,1,03,25,9,0
40,1,03,26,9,0
40,1,03,27,11,0
40,1,03,28,12,0
40,1,03,29,12,0
40,1,03,30,10,0
40,1,03,31,10,1.6
40,1,05,01,10,0
40,1,05,02,10,0
40,1,05,03,10,0
40,1,05,04,10,0
40,1,05,05,10,0
40,1,05,06,10,0
40,1,05,07,10,0
40,1,05,08,10,0
40,1,05,09,10,0
40,1,05,10,9,0
40,1,05,11,9,0
40,1,05,12,9,0
40,1,05,13,9,0
40,1,05,14,9,0
40,1,05,15,9,0
40,1,05,16,9,0.1
40,1,05,17,9,0
40,1,05,18,9,0
40,1,05,19,9,0
40,1,05,20,9,0
40,1,05,21,9,0
40,1,05,22,9,0
40,1,05,23,9,0
40,1,05,24,9,0
40,1,05,25,9,0
40,1,05,26,9,0
40,1,05,27,9,0
40,1,05,28,9,0
40,1,05,29,9,0
40,1,05,30,9,0
40,1,05,31,9,0
40,1,08,01,9,0
40,1,08,02,9,0
40,1,08,03,9,0
40,1,08,04,9,0
40,1,08,05,9,0
40,1,08,06,9,0
40,1,08,07,9,0
40,1,08,08,9,0
40,1,08,09,8,0
40,1,08,10,8,0
40,1,08,11,8,0
40,1,08,12,9,0
40,1,08,13,9,0
40,1,08,14,9,0
40,1,08,15,9,0
40,1,08,16,9,0
40,1,08,17,9,0
40,1,08,18,8,0
40,1,08,19,9,0.4
40,1,08,20,8,0.1
40,1,08,21,8,16.2
40,1,08,22,9,0
40,1,08,23,9,0
40,1,08,24,8,0
40,1,08,25,8,4.2
40,1,08,26,8,26.9
40,1,08,27,8,0
40,1,08,28,8,0
40,1,08,29,9,0
40,1,08,30,8,10.6
40,1,08,31,8,0
40,1,10,01,10,0
40,1,10,02,9,0
40,1,10,03,10,0
40,1,10,04,10,0
40,1,10,05,9,0
40,1,10,06,9,0
40,1,10,07,10,0
40,1,10,08,10,0
40,1,10,09,10,0
40,1,10,10,9,0
40,1,10,11,9,0
40,1,10,12,10,5.4
40,1,10,13,10,0
40,1,10,14,10,3.2
40,1,10,15,10,0
40,1,10,16,10,0.6
40,1,10,17,11,2.3
40,1,10,18,10,0.1
40,1,10,19,10,18.4
